Date,High,Low,Open,Close,Volume,Adj Close
2004-08-19,51.693782806396484,47.669952392578125,49.67689895629883,49.845802307128906,44994500.0,49.845802307128906
2004-08-20,54.18756103515625,49.92528533935547,50.17863464355469,53.805049896240234,23005800.0,53.805049896240234
2004-08-23,56.37334442138672,54.17266082763672,55.01716613769531,54.346527099609375,18393200.0,54.346527099609375
2004-08-24,55.43941879272461,51.45036315917969,55.260581970214844,52.09616470336914,15361800.0,52.09616470336914
2004-08-25,53.65105056762695,51.60436248779297,52.140872955322266,52.65751266479492,9257400.0,52.65751266479492
2004-08-26,53.62621307373047,51.991844177246094,52.13590621948242,53.60634231567383,7148200.0,53.60634231567383
2004-08-27,53.959049224853516,52.50351333618164,53.70072937011719,52.73202896118164,6258300.0,52.73202896118164
2004-08-30,52.40415954589844,50.6754035949707,52.29983901977539,50.6754035949707,5235700.0,50.6754035949707
2004-08-31,51.51991271972656,50.74991989135742,50.8194694519043,50.85424041748047,4954800.0,50.85424041748047
2004-09-01,51.15230178833008,49.51296615600586,51.0181770324707,49.801090240478516,9206800.0,49.801090240478516
2004-09-02,50.85424041748047,49.150325775146484,49.27451705932617,50.42702102661133,15232100.0,50.42702102661133
2004-09-03,50.54127883911133,49.33909606933594,50.14883041381836,49.68186569213867,5191000.0,49.68186569213867
2004-09-07,50.67043685913086,49.483158111572266,50.17863464355469,50.461795806884766,5891300.0,50.461795806884766
2004-09-08,51.18210983276367,49.92528533935547,50.04450988769531,50.8194694519043,5023000.0,50.8194694519043
2004-09-09,51.02314376831055,50.173667907714844,50.93372344970703,50.82443618774414,4092100.0,50.82443618774414
2004-09-10,52.93570327758789,50.32270050048828,50.47172927856445,52.324676513671875,8764200.0,52.324676513671875
2004-09-13,53.85472869873047,52.88602828979492,52.97047805786133,53.40266799926758,7902900.0,53.40266799926758
2004-09-14,55.638126373291016,53.04996109008789,53.377830505371094,55.3847770690918,10910200.0,55.3847770690918
2004-09-15,56.74592208862305,54.74394226074219,54.92277908325195,55.638126373291016,10793500.0,55.638126373291016
2004-09-16,57.525848388671875,55.46426010131836,55.807029724121094,56.616764068603516,9335800.0,56.616764068603516
2004-09-17,58.36539077758789,56.408119201660156,56.840309143066406,58.36539077758789,9543500.0,58.36539077758789
2004-09-20,60.407108306884766,58.00771713256836,58.09713363647461,59.29434585571289,10708500.0,59.29434585571289
